measure,item1,item2,r,n_pair
GAToRS Negative,gators_8,gators_16,0.3148122247785426,100
GAToRS Negative,gators_8,gators_17,0.20152981511323254,100
GAToRS Negative,gators_8,gators_18,0.38456079789856307,100
GAToRS Negative,gators_8,gators_19,0.16264665193488642,100
GAToRS Negative,gators_8,gators_20,0.08176377025160177,100
GAToRS Negative,gators_9,gators_6,0.49734189252163713,100
GAToRS Negative,gators_9,gators_7,0.4036034937825467,100
GAToRS Negative,gators_9,gators_8,0.6746651089259881,100
GAToRS Negative,gators_9,gators_9,1.0,100
GAToRS Negative,gators_9,gators_10,0.36555806781356104,100
GAToRS Negative,gators_9,gators_16,0.3898044783000307,100
GAToRS Negative,gators_9,gators_17,0.22823520414774856,100
GAToRS Negative,gators_9,gators_18,0.4128590947543495,100
GAToRS Negative,gators_9,gators_19,0.10795578301127243,100
GAToRS Negative,gators_9,gators_20,0.13946277437116197,100
GAToRS Negative,gators_10,gators_6,0.37010655406638737,100
GAToRS Negative,gators_10,gators_7,0.2672253566039538,100
GAToRS Negative,gators_10,gators_8,0.4196640808696711,100
GAToRS Negative,gators_10,gators_9,0.36555806781356104,100
GAToRS Negative,gators_10,gators_10,1.0,100
GAToRS Negative,gators_10,gators_16,0.2741257584283358,100
GAToRS Negative,gators_10,gators_17,0.22759724425268282,100
GAToRS Negative,gators_10,gators_18,0.24729407034311165,100
GAToRS Negative,gators_10,gators_19,-0.01947888355305009,100
GAToRS Negative,gators_10,gators_20,0.1019058974146712,100
GAToRS Negative,gators_16,gators_6,0.41173819552600255,100
GAToRS Negative,gators_16,gators_7,0.3089588408441179,100
GAToRS Negative,gators_16,gators_8,0.3148122247785426,100
GAToRS Negative,gators_16,gators_9,0.3898044783000307,100
GAToRS Negative,gators_16,gators_10,0.2741257584283358,100
GAToRS Negative,gators_16,gators_16,1.0,100
GAToRS Negative,gators_16,gators_17,0.28793607841720753,100
GAToRS Negative,gators_16,gators_18,0.3298512983048587,100
GAToRS Negative,gators_16,gators_19,0.16536418773226794,100
GAToRS Negative,gators_16,gators_20,0.11781200943211001,100
GAToRS Negative,gators_17,gators_6,0.23330763306224805,100
GAToRS Negative,gators_17,gators_7,0.21039571823751868,100
GAToRS Negative,gators_17,gators_8,0.20152981511323254,100
GAToRS Negative,gators_17,gators_9,0.22823520414774856,100
GAToRS Negative,gators_17,gators_10,0.22759724425268282,100
GAToRS Negative,gators_17,gators_16,0.28793607841720753,100
GAToRS Negative,gators_17,gators_17,1.0,100
GAToRS Negative,gators_17,gators_18,0.20876771201320976,100
GAToRS Negative,gators_17,gators_19,0.20578458795011997,100
GAToRS Negative,gators_17,gators_20,0.14338973450108491,100
GAToRS Negative,gators_18,gators_6,0.4012942522972223,100
GAToRS Negative,gators_18,gators_7,0.2924662731616056,100
GAToRS Negative,gators_18,gators_8,0.38456079789856307,100
GAToRS Negative,gators_18,gators_9,0.4128590947543495,100
GAToRS Negative,gators_18,gators_10,0.24729407034311165,100
GAToRS Negative,gators_18,gators_16,0.3298512983048587,100
GAToRS Negative,gators_18,gators_17,0.20876771201320976,100
GAToRS Negative,gators_18,gators_18,1.0,100
GAToRS Negative,gators_18,gators_19,0.20397570310483482,100
GAToRS Negative,gators_18,gators_20,0.06226167334653197,100
GAToRS Negative,gators_19,gators_6,0.12770279534535187,100
GAToRS Negative,gators_19,gators_7,0.0976212942785901,100
GAToRS Negative,gators_19,gators_8,0.16264665193488642,100
GAToRS Negative,gators_19,gators_9,0.10795578301127243,100
GAToRS Negative,gators_19,gators_10,-0.01947888355305009,100
GAToRS Negative,gators_19,gators_16,0.16536418773226794,100
GAToRS Negative,gators_19,gators_17,0.20578458795011997,100
GAToRS Negative,gators_19,gators_18,0.20397570310483482,100
GAToRS Negative,gators_19,gators_19,1.0,100
GAToRS Negative,gators_19,gators_20,0.45657001806268793,100
GAToRS Negative,gators_20,gators_6,-0.03526655865537224,100
GAToRS Negative,gators_20,gators_7,0.05622547421414643,100
GAToRS Negative,gators_20,gators_8,0.08176377025160177,100
GAToRS Negative,gators_20,gators_9,0.13946277437116197,100
GAToRS Negative,gators_20,gators_10,0.1019058974146712,100
GAToRS Negative,gators_20,gators_16,0.11781200943211001,100
GAToRS Negative,gators_20,gators_17,0.14338973450108491,100
GAToRS Negative,gators_20,gators_18,0.06226167334653197,100
GAToRS Negative,gators_20,gators_19,0.45657001806268793,100
GAToRS Negative,gators_20,gators_20,1.0,100
